age,workclass,education,marital-status,occupation,relationship,gender,native-country,income
20,Privy-corporate,College-<1yr,Middle-aged,Protective-serv,Not-in-family,Male,USA,"(12.5K, 25K]"
35,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(75K, 87.5K]"
32,Privy-small-business,HS-grad,Married-civ-spouse,Handlers-cleaners,In-family,Male,USA,"above 87.5k"
23,Privy-corporate,HS-grad,Middle-aged,Handlers-cleaners,Not-in-family,Female,USA,"(12.5K, 25K]"
31,Privy-corporate,College-1yr+,Divorced,Tech-support,Unmarried,Female,USA,"(12.5K, 25K]"
33,Privy-small-business,Bachelors,Married-civ-spouse,Sales,In-family,Male,USA,"(25K, 37.5K]"
41,Privy-corporate,College-<1yr,Engaged,Machine-op-inspct,Not-in-family,Female,USA,"(25K, 37.5K]"
22,Privy-corporate,HS-grad,Engaged,Machine-op-inspct,In-family,Male,USA,"(25K, 37.5K]"
46,Privy-small-business,College-1yr+,Married-civ-spouse,Protective-serv,In-family,Male,USA,"(75K, 87.5K]"
61,Federal-gov,College-<1yr,Married-civ-spouse,Transport-moving,In-family,Male,USA,"(37.5K, 50K]"
30,Privy-small-business,HS-grad,Engaged,Exec-managerial,Not-in-family,Male,USA,"[0, 12.5K]"
42,Privy-corporate,HS-grad,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(50K, 62.5K]"
63,Privy-corporate,10th,Married-civ-spouse,Handlers-cleaners,In-family,Male,USA,"(12.5K, 25K]"
26,Privy-small-business,College-<1yr,Married-civ-spouse,Sales,In-family,Male,USA,"(25K, 37.5K]"
42,Privy-small-business,10th,Divorced,Adm-clerical,Unmarried,Female,USA,"[0, 12.5K]"
23,Privy-small-business,College-<1yr,Married-civ-spouse,Other-service,In-family,Male,USA,"(12.5K, 25K]"
25,Privy-corporate,HS-grad,Middle-aged,Machine-op-inspct,Unmarried,Male,USA,"[0, 12.5K]"
30,Privy-corporate,9th,Married-civ-spouse,Other-service,In-family,Male,El-Salvador,"above 87.5k"
23,Privy-corporate,HS-grad,Middle-aged,Sales,In-family,Male,USA,"(12.5K, 25K]"
34,Self-emp-not-inc,Assoc-voc,Engaged,Farming-fishing,Not-in-family,Male,USA,"(50K, 62.5K]"
30,Privy-corporate,HS-grad,Married-civ-spouse,Machine-op-inspct,Other-relative,Male,USA,"(12.5K, 25K]"
39,Privy-small-business,College-<1yr,Married-civ-spouse,Craft-repair,In-family,Male,USA,"above 87.5k"
30,Privy-small-business,11th,Dating,Handlers-cleaners,Other-relative,Male,Caribbean,"[0, 12.5K]"
38,Local-gov,College-1yr+,Divorced,Adm-clerical,Unmarried,Female,USA,"(12.5K, 25K]"
26,Privy-corporate,HS-grad,Divorced,Exec-managerial,In-family,Female,USA,"(12.5K, 25K]"
20,Privy-small-business,College-1yr+,Middle-aged,Handlers-cleaners,In-family,Male,USA,"(25K, 37.5K]"
33,Privy-small-business,HS-grad,Married-civ-spouse,Adm-clerical,In-family,Female,USA,"(25K, 37.5K]"
24,Privy-corporate,Bachelors,Young-adult,Adm-clerical,In-family,Male,USA,"(25K, 37.5K]"
42,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(50K, 62.5K]"
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,In-family,Male,Vietnam,"[0, 12.5K]"
56,Local-gov,Assoc-acdm,Married-civ-spouse,Tech-support,In-family,Male,USA,"above 87.5k"
22,Privy-small-business,College-1yr+,Engaged,Handlers-cleaners,In-family,Male,USA,"(25K, 37.5K]"
52,Self-emp-not-inc,College-1yr+,Married-civ-spouse,Farming-fishing,In-family,Male,USA,"(12.5K, 25K]"
44,Privy-small-business,Bachelors,Divorced,Exec-managerial,Unmarried,Female,USA,"(50K, 62.5K]"
34,Privy-corporate,HS-grad,Married-civ-spouse,Adm-clerical,In-family,Female,USA,"(37.5K, 50K]"
51,Privy-corporate,College-1yr+,Divorced,Craft-repair,Not-in-family,Male,USA,"above 87.5k"
19,Privy-corporate,College-<1yr,Young-adult,Sales,Not-in-family,Female,USA,"(25K, 37.5K]"
37,Privy-corporate,Bachelors,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(50K, 62.5K]"
68,Privy-corporate,HS-grad,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"(75K, 87.5K]"
22,Privy-corporate,College-1yr+,Divorced,Protective-serv,Not-in-family,Male,USA,"(25K, 37.5K]"
56,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"[0, 12.5K]"
37,Privy-small-business,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"[0, 12.5K]"
52,Privy-corporate,1st-4th,Married-civ-spouse,Machine-op-inspct,In-family,Male,Mexico,"[0, 12.5K]"
26,Privy-corporate,HS-grad,Separated,Handlers-cleaners,In-family,Male,Caribbean,"[0, 12.5K]"
33,Privy-corporate,Masters,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(25K, 37.5K]"
45,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,Female,USA,"(12.5K, 25K]"
18,Privy-corporate,11th,Young-adult,Other-service,In-family,Male,USA,"(37.5K, 50K]"
43,Self-emp-not-inc,College-<1yr,Married-civ-spouse,Farming-fishing,In-family,Male,USA,"(50K, 62.5K]"
18,Privy-corporate,HS-grad,Dating,Handlers-cleaners,In-family,Male,USA,"(25K, 37.5K]"
57,Privy-corporate,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"above 87.5k"
41,Privy-corporate,HS-grad,Divorced,Adm-clerical,Unmarried,Female,USA,"(37.5K, 50K]"
34,Privy-corporate,Masters,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(62.5K, 75K]"
19,Privy-corporate,HS-grad,Young-adult,Sales,Unmarried,Female,USA,"[0, 12.5K]"
44,Privy-small-business,9th,Divorced,Other-service,Unmarried,Female,Caribbean,"(25K, 37.5K]"
56,Privy-corporate,10th,Widowed,Other-service,Unmarried,Female,USA,"[0, 12.5K]"
36,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,In-family,Male,USA,"(37.5K, 50K]"
48,Privy-corporate,Bachelors,Divorced,Exec-managerial,Unmarried,Female,USA,"(37.5K, 50K]"
29,Privy-small-business,HS-grad,Married-civ-spouse,Transport-moving,In-family,Male,USA,"(50K, 62.5K]"
33,Privy-small-business,Bachelors,Engaged,Craft-repair,Not-in-family,Male,USA,"[0, 12.5K]"
31,Privy-small-business,5th-6th,Married-civ-spouse,Other-service,In-family,Male,Mexico,"(25K, 37.5K]"
39,Privy-small-business,Masters,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(50K, 62.5K]"
66,Privy-corporate,HS-grad,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(75K, 87.5K]"
27,Privy-small-business,Bachelors,Young-adult,Prof-specialty,Not-in-family,Female,USA,"(62.5K, 75K]"
39,Privy-corporate,HS-grad,Divorced,Exec-managerial,Unmarried,Female,USA,"(75K, 87.5K]"
59,Privy-small-business,7th-8th,Married-civ-spouse,Craft-repair,In-family,Male,USA,"above 87.5k"
26,Privy-corporate,HS-grad,Dating,Other-service,In-family,Female,USA,"(37.5K, 50K]"
31,Privy-corporate,Assoc-voc,Divorced,Craft-repair,Unmarried,Male,USA,"[0, 12.5K]"
23,Privy-corporate,HS-grad,Engaged,Handlers-cleaners,In-family,Male,USA,"[0, 12.5K]"
36,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,Female,USA,"(12.5K, 25K]"
34,Privy-small-business,College-1yr+,Married-civ-spouse,Other-service,In-family,Female,USA,"(50K, 62.5K]"
32,Privy-small-business,HS-grad,Married-civ-spouse,Transport-moving,In-family,Male,USA,"above 87.5k"
37,Privy-small-business,Bachelors,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(50K, 62.5K]"
33,Privy-small-business,Bachelors,Middle-aged,Sales,Not-in-family,Male,USA,"(37.5K, 50K]"
50,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(75K, 87.5K]"
32,Federal-gov,Assoc-acdm,Young-adult,Protective-serv,Not-in-family,Male,USA,"(12.5K, 25K]"
35,Privy-corporate,Bachelors,Middle-aged,Adm-clerical,In-family,Female,USA,"(12.5K, 25K]"
37,Privy-corporate,11th,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(37.5K, 50K]"
44,Privy-corporate,College-<1yr,Divorced,Craft-repair,Not-in-family,Male,USA,"[0, 12.5K]"
57,Privy-corporate,College-1yr+,Divorced,Handlers-cleaners,Other-relative,Male,USA,"(25K, 37.5K]"
29,Local-gov,College-1yr+,Married-civ-spouse,Exec-managerial,In-family,Female,USA,"(25K, 37.5K]"
55,Privy-corporate,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"above 87.5k"
43,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(50K, 62.5K]"
43,Privy-corporate,College-1yr+,Married-civ-spouse,Sales,In-family,Male,USA,"(37.5K, 50K]"
45,Self-emp-not-inc,College-<1yr,Married-civ-spouse,Sales,In-family,Male,USA,"(75K, 87.5K]"
33,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,In-family,Female,USA,"[0, 12.5K]"
26,Privy-small-business,10th,Divorced,Other-service,Unmarried,Female,Germany,"(25K, 37.5K]"
23,Privy-corporate,College-1yr+,Married-civ-spouse,Sales,In-family,Male,USA,"[0, 12.5K]"
41,Privy-small-business,7th-8th,Separated,Craft-repair,Not-in-family,Male,Mexico,"(25K, 37.5K]"
24,Privy-small-business,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"[0, 12.5K]"
47,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,In-family,Male,USA,"[0, 12.5K]"
34,Self-emp-not-inc,HS-grad,Middle-aged,Craft-repair,In-family,Male,USA,"(25K, 37.5K]"
40,Privy-small-business,HS-grad,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"above 87.5k"
28,Privy-small-business,Bachelors,Married-civ-spouse,Prof-specialty,In-family,Female,USA,"(37.5K, 50K]"
24,Privy-corporate,HS-grad,Dating,Exec-managerial,In-family,Female,South,"(12.5K, 25K]"
23,Privy-small-business,HS-grad,Engaged,Craft-repair,Other-relative,Male,USA,"[0, 12.5K]"
43,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(75K, 87.5K]"
26,Privy-corporate,Bachelors,Divorced,Tech-support,Not-in-family,Female,USA,"(12.5K, 25K]"
58,Self-emp-not-inc,Doctorate,Married-AF-spouse,Exec-managerial,In-family,Female,USA,"(62.5K, 75K]"
52,Privy-corporate,HS-grad,Widowed,Adm-clerical,Unmarried,Female,USA,"[0, 12.5K]"
29,Privy-corporate,11th,Married-civ-spouse,Transport-moving,In-family,Male,USA,"(50K, 62.5K]"
47,Privy-small-business,11th,Married-civ-spouse,Other-service,In-family,Male,Northern-South-America,"(37.5K, 50K]"
49,Privy-corporate,HS-grad,Divorced,Adm-clerical,Unmarried,Female,USA,"(12.5K, 25K]"
40,Privy-corporate,11th,Widowed,Adm-clerical,Unmarried,Female,USA,"(25K, 37.5K]"
62,Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,In-family,Female,USA,"(12.5K, 25K]"
49,Privy-small-business,HS-grad,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(62.5K, 75K]"
50,Privy-small-business,Bachelors,Divorced,Prof-specialty,Other-relative,Female,USA,"(62.5K, 75K]"
31,Privy-small-business,HS-grad,Engaged,Transport-moving,In-family,Male,USA,"(37.5K, 50K]"
48,Local-gov,Masters,Engaged,Prof-specialty,Not-in-family,Female,USA,"[0, 12.5K]"
24,Privy-small-business,HS-grad,Young-adult,Craft-repair,Unmarried,Female,USA,"(12.5K, 25K]"
37,Privy-corporate,HS-grad,Separated,Machine-op-inspct,In-family,Male,USA,"(12.5K, 25K]"
45,Privy-small-business,Bachelors,Married-civ-spouse,Exec-managerial,In-family,Male,Japan,"(50K, 62.5K]"
36,Privy-corporate,Masters,Married-civ-spouse,Exec-managerial,In-family,Male,India,"(12.5K, 25K]"
45,Privy-corporate,Bachelors,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"[0, 12.5K]"
41,Privy-corporate,Bachelors,Dating,Sales,Not-in-family,Female,USA,"(25K, 37.5K]"
26,Privy-small-business,Assoc-acdm,Engaged,Tech-support,Other-relative,Female,USA,"[0, 12.5K]"
17,Privy-corporate,11th,Young-adult,Sales,In-family,Female,USA,"(25K, 37.5K]"
43,Privy-corporate,HS-grad,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"(12.5K, 25K]"
35,Privy-small-business,HS-grad,Engaged,Transport-moving,In-family,Male,USA,"(25K, 37.5K]"
38,Privy-small-business,Bachelors,Divorced,Adm-clerical,Unmarried,Female,USA,"(25K, 37.5K]"
26,Privy-small-business,HS-grad,Young-adult,Machine-op-inspct,Not-in-family,Male,USA,"[0, 12.5K]"
28,Privy-small-business,College-1yr+,Engaged,Exec-managerial,In-family,Female,USA,"[0, 12.5K]"
38,Privy-corporate,Bachelors,Married-civ-spouse,Prof-specialty,In-family,Female,USA,"(50K, 62.5K]"
36,Privy-small-business,11th,Divorced,Transport-moving,Unmarried,Female,USA,"[0, 12.5K]"
33,Privy-corporate,HS-grad,Married-civ-spouse,Adm-clerical,In-family,Female,USA,"(62.5K, 75K]"
19,Privy-corporate,HS-grad,Young-adult,Handlers-cleaners,In-family,Male,USA,"(25K, 37.5K]"
42,Federal-gov,10th,Married-civ-spouse,Adm-clerical,In-family,Male,Mexico,"(25K, 37.5K]"
50,Privy-corporate,10th,Married-civ-spouse,Transport-moving,In-family,Male,USA,"(50K, 62.5K]"
30,Privy-corporate,HS-grad,Married-civ-spouse,Handlers-cleaners,In-family,Male,USA,"(37.5K, 50K]"
37,State-gov,College-<1yr,Married-civ-spouse,Prof-specialty,Other-relative,Male,Cambodia,"[0, 12.5K]"
54,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(50K, 62.5K]"
52,Self-emp-inc,Bachelors,Engaged,Exec-managerial,Not-in-family,Male,USA,"(12.5K, 25K]"
33,Privy-small-business,HS-grad,Divorced,Craft-repair,Not-in-family,Female,USA,"[0, 12.5K]"
25,Privy-corporate,College-1yr+,Middle-aged,Tech-support,Other-relative,Male,USA,"[0, 12.5K]"
24,Privy-corporate,Bachelors,Engaged,Sales,Not-in-family,Male,USA,"(25K, 37.5K]"
26,Privy-corporate,Assoc-voc,Separated,Adm-clerical,Unmarried,Female,USA,"(25K, 37.5K]"
39,Privy-small-business,HS-grad,Separated,Adm-clerical,Not-in-family,Male,USA,"(75K, 87.5K]"
59,Privy-corporate,HS-grad,Divorced,Other-service,Not-in-family,Female,USA,"[0, 12.5K]"
29,Privy-small-business,College-1yr+,Young-adult,Adm-clerical,Unmarried,Female,USA,"(25K, 37.5K]"
47,Privy-small-business,11th,Engaged,Other-service,In-family,Female,USA,"(12.5K, 25K]"
64,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,In-family,Male,USA,"(37.5K, 50K]"
21,Privy-small-business,HS-grad,Engaged,Other-service,In-family,Male,USA,"(37.5K, 50K]"
32,Privy-corporate,College-<1yr,Married-civ-spouse,Adm-clerical,In-family,Female,USA,"(62.5K, 75K]"
26,Privy-small-business,HS-grad,Dating,Exec-managerial,Not-in-family,Female,USA,"(12.5K, 25K]"
62,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(25K, 37.5K]"
32,Privy-corporate,Bachelors,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(50K, 62.5K]"
45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(37.5K, 50K]"
31,Privy-small-business,Bachelors,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(62.5K, 75K]"
32,Privy-corporate,HS-grad,Married-civ-spouse,Adm-clerical,In-family,Male,USA,"(37.5K, 50K]"
24,Privy-small-business,Bachelors,Married-civ-spouse,Sales,In-family,Male,USA,"(37.5K, 50K]"
25,Privy-small-business,Bachelors,Young-adult,Sales,In-family,Female,USA,"(25K, 37.5K]"
41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(12.5K, 25K]"
18,Privy-corporate,College-1yr+,Young-adult,Sales,In-family,Female,USA,"(37.5K, 50K]"
44,Privy-small-business,Doctorate,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"above 87.5k"
40,Privy-corporate,College-<1yr,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(25K, 37.5K]"
27,Privy-small-business,Bachelors,Young-adult,Prof-specialty,Not-in-family,Male,USA,"(12.5K, 25K]"
23,Privy-corporate,Bachelors,Young-adult,Adm-clerical,In-family,Male,USA,"(25K, 37.5K]"
21,Privy-corporate,College-1yr+,Dating,Adm-clerical,Not-in-family,Male,USA,"(12.5K, 25K]"
37,State-gov,HS-grad,Married-civ-spouse,Transport-moving,In-family,Male,USA,"[0, 12.5K]"
65,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,In-family,Male,USA,"(12.5K, 25K]"
43,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"above 87.5k"
45,Privy-corporate,HS-grad,Young-adult,Adm-clerical,Not-in-family,Male,USA,"(12.5K, 25K]"
24,State-gov,Bachelors,Young-adult,Exec-managerial,Not-in-family,Female,USA,"[0, 12.5K]"
24,Privy-corporate,College-<1yr,Young-adult,Machine-op-inspct,Not-in-family,Male,USA,"[0, 12.5K]"
19,Local-gov,College-<1yr,Young-adult,Protective-serv,In-family,Male,USA,"(12.5K, 25K]"
37,Privy-small-business,Bachelors,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(62.5K, 75K]"
24,Privy-small-business,HS-grad,Dating,Adm-clerical,In-family,Female,USA,"(25K, 37.5K]"
34,Privy-small-business,College-1yr+,Married-civ-spouse,Machine-op-inspct,In-family,Male,Germany,"(37.5K, 50K]"
50,State-gov,HS-grad,Married-civ-spouse,Other-service,In-family,Female,USA,"(37.5K, 50K]"
36,Privy-corporate,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,Caribbean,"(37.5K, 50K]"
39,Privy-corporate,Bachelors,Married-civ-spouse,Sales,In-family,Male,USA,"[0, 12.5K]"
44,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,In-family,Male,USA,"[0, 12.5K]"
45,State-gov,HS-grad,Married-civ-spouse,Other-service,In-family,Male,USA,"(12.5K, 25K]"
32,State-gov,11th,Dating,Protective-serv,In-family,Male,USA,"(25K, 37.5K]"
47,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(75K, 87.5K]"
50,Privy-small-business,HS-grad,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"[0, 12.5K]"
32,Privy-corporate,Assoc-voc,Married-civ-spouse,Other-service,In-family,Male,USA,"[0, 12.5K]"
19,Privy-small-business,HS-grad,Middle-aged,Handlers-cleaners,In-family,Male,USA,"(12.5K, 25K]"
28,Privy-corporate,HS-grad,Divorced,Sales,Other-relative,Male,USA,"[0, 12.5K]"
39,Federal-gov,Masters,Young-adult,Prof-specialty,Not-in-family,Male,Poland,"(50K, 62.5K]"
21,Privy-small-business,College-1yr+,Young-adult,Other-service,Not-in-family,Male,USA,"(25K, 37.5K]"
73,Self-emp-not-inc,College-1yr+,Widowed,Farming-fishing,Not-in-family,Female,USA,"(25K, 37.5K]"
39,Privy-corporate,7th-8th,Married-civ-spouse,Other-service,In-family,Male,Mexico,"(25K, 37.5K]"
25,Privy-small-business,College-1yr+,Middle-aged,Machine-op-inspct,Not-in-family,Male,USA,"(25K, 37.5K]"
31,Privy-small-business,College-1yr+,Married-AF-spouse,Sales,In-family,Female,USA,"[0, 12.5K]"
51,Privy-small-business,College-1yr+,Divorced,Sales,Not-in-family,Female,USA,"(12.5K, 25K]"
39,Privy-small-business,Bachelors,Married-civ-spouse,Adm-clerical,In-family,Female,USA,"(12.5K, 25K]"
31,Privy-small-business,Bachelors,Divorced,Handlers-cleaners,In-family,Male,USA,"(25K, 37.5K]"
21,Privy-corporate,College-<1yr,Dating,Sales,In-family,Male,USA,"(12.5K, 25K]"
46,Privy-corporate,Bachelors,Divorced,Exec-managerial,Not-in-family,Male,USA,"(62.5K, 75K]"
73,Privy-corporate,HS-grad,Divorced,Exec-managerial,Not-in-family,Female,USA,"(25K, 37.5K]"
41,Privy-corporate,HS-grad,Divorced,Craft-repair,Not-in-family,Male,USA,"(25K, 37.5K]"
20,Privy-small-business,HS-grad,Dating,Transport-moving,In-family,Male,USA,"(37.5K, 50K]"
27,Privy-corporate,Assoc-acdm,Young-adult,Other-service,Not-in-family,Male,USA,"[0, 12.5K]"
24,Privy-corporate,Bachelors,Young-adult,Prof-specialty,Not-in-family,Male,USA,"(37.5K, 50K]"
20,Privy-corporate,College-<1yr,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(25K, 37.5K]"
39,Privy-corporate,Assoc-voc,Engaged,Machine-op-inspct,In-family,Male,USA,"(37.5K, 50K]"
27,Privy-corporate,Bachelors,Middle-aged,Handlers-cleaners,Not-in-family,Male,USA,"(25K, 37.5K]"
33,Privy-corporate,11th,Married-civ-spouse,Sales,In-family,Male,USA,"(25K, 37.5K]"
33,Privy-small-business,HS-grad,Married-civ-spouse,Handlers-cleaners,In-family,Male,USA,"[0, 12.5K]"
36,State-gov,9th,Married-civ-spouse,Craft-repair,In-family,Male,USA,"[0, 12.5K]"
55,Privy-small-business,College-<1yr,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(25K, 37.5K]"
19,Privy-corporate,College-1yr+,Young-adult,Machine-op-inspct,In-family,Male,USA,"(37.5K, 50K]"
35,Privy-corporate,HS-grad,Engaged,Exec-managerial,Not-in-family,Male,USA,"(12.5K, 25K]"
34,Privy-small-business,5th-6th,Dating,Machine-op-inspct,Other-relative,Male,Laos,"(37.5K, 50K]"
62,State-gov,Prof-school,Divorced,Prof-specialty,Not-in-family,Female,USA,"(37.5K, 50K]"
33,Self-emp-not-inc,College-1yr+,Married-civ-spouse,Craft-repair,In-family,Male,USA,"above 87.5k"
39,Privy-corporate,9th,Married-civ-spouse,Craft-repair,In-family,Male,Mexico,"(25K, 37.5K]"
36,Local-gov,College-1yr+,Married-civ-spouse,Tech-support,In-family,Male,USA,"[0, 12.5K]"
41,Privy-small-business,Bachelors,Divorced,Adm-clerical,Unmarried,Female,USA,"(25K, 37.5K]"
39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(37.5K, 50K]"
18,Privy-small-business,HS-grad,Young-adult,Adm-clerical,In-family,Female,USA,"(37.5K, 50K]"
61,Privy-corporate,College-1yr+,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(62.5K, 75K]"
20,Federal-gov,Assoc-voc,Middle-aged,Adm-clerical,In-family,Female,USA,"(12.5K, 25K]"
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,In-family,Male,USA,"(75K, 87.5K]"
27,Privy-small-business,HS-grad,Engaged,Machine-op-inspct,In-family,Male,USA,"[0, 12.5K]"
66,Privy-corporate,10th,Widowed,Other-service,Unmarried,Female,USA,"[0, 12.5K]"
21,Privy-small-business,HS-grad,Middle-aged,Transport-moving,Other-relative,Male,USA,"(37.5K, 50K]"
20,Privy-corporate,College-<1yr,Engaged,Other-service,In-family,Female,USA,"(25K, 37.5K]"
34,Privy-corporate,College-<1yr,Divorced,Adm-clerical,In-family,Male,USA,"[0, 12.5K]"
31,Privy-corporate,HS-grad,Separated,Tech-support,Not-in-family,Female,USA,"[0, 12.5K]"
41,Privy-small-business,Doctorate,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"[0, 12.5K]"
64,State-gov,1st-4th,Married-civ-spouse,Farming-fishing,In-family,Male,Northern-South-America,"(12.5K, 25K]"
32,Privy-small-business,Bachelors,Dating,Exec-managerial,Not-in-family,Female,USA,"[0, 12.5K]"
30,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,In-family,Male,USA,"above 87.5k"
36,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,In-family,Male,USA,"[0, 12.5K]"
22,Privy-corporate,College-<1yr,Engaged,Farming-fishing,In-family,Male,USA,"[0, 12.5K]"
